Algorithm,n_bits_max,n_bits,Random_Number
LCG,39,459978934237
LCG,40,587409377629
LCG,39,387367757761
LCG,40,991782549281
LCG,35,19903037761
LCG,39,452170861057
LCG,40,1001654158237
LCG,40,988245861217
LCG,38,243726042269
LCG,39,444278297761
LCG,36,38396791229
LCG,40,1045052551901
LCG,38,201730782301
LCG,39,518507980093
LCG,40,891509396801
LCG,40,804914609437
LCG,40,773549788321
LCG,39,477515431453
LCG,39,451048708769
LCG,39,347025054557
LCG,40,673212506749
LCG,30,833720221
LCG,40,975002418209
LCG,39,296541263261
LCG,40,858193631677
LCG,40,590264882173
LCG,40,589235759009
LCG,40,858553251133
LCG,38,152880090497
LCG,40,957496127101
LCG,39,308980633277
LCG,39,515587811293
LCG,39,382955252189
LCG,39,432214739617
LCG,39,419838628541
LCG,40,815409269501
LCG,39,322609499357
LCG,40,918937706909
LCG,39,275152729277
LCG,40,741698242429
LCG,40,641911402241
LCG,40,582279702241
LCG,39,483970682941
LCG,39,417040054369
LCG,39,431104959041
LCG,39,507896911901
LCG,39,396082107613
LCG,40,723923751073
LCG,39,470534121089
LCG,40,605923711037
LCG,40,771300813889
LCG,39,286401376637
LCG,39,413913815773
LCG,39,342316670749
LCG,40,831242500769
LCG,35,26416856029
LCG,40,753060156353
LCG,36,55707520129
LCG,39,370419990781
LCG,40,700918097437
LCG,40,1045224907357
LCG,39,308708614909
LCG,38,251180975453
LCG,40,857555426081
LCG,40,694921521949
LCG,40,980507825569
LCG,38,220365040481
LCG,38,208357750241
LCG,38,259680027617
LCG,40,1037297680541
LCG,39,313527168061
LCG,40,982041562753
LCG,35,19823573057
LCG,40,1010825267713
LCG,40,935481134333
LCG,37,93896187389
LCG,40,1041145037981
LCG,40,970400329949
LCG,40,763590917377
LCG,40,824034457373
LCG,36,38885175169
LCG,40,566163684641
LCG,39,400415378333
LCG,40,1003837995101
LCG,38,137830922461
LCG,40,977281928353
LCG,38,211723963457
LCG,39,476000336257
LCG,40,573719280221
LCG,40,580026033953
LCG,39,521390504669
LCG,38,144815804317
LCG,36,37046270717
LCG,38,249059668861
LCG,40,996668996801
LCG,37,89418966653
LCG,30,945012797
LCG,39,354124879261
LCG,40,1081026381341
LCG,39,304979233697
LCG,40,846104789597
LCG,40,550529653181
LCG,40,922498510081
LCG,40,589276582561
LCG,40,551611837729
LCG,40,1044141934877
LCG,40,1056429908129
LCG,56,60514261828509053
LCG,56,57536525708406497
LCG,56,52944447210739489
LCG,56,60633512299227649
LCG,53,8522822994046429
LCG,56,48786156445429597
LCG,56,63451503044400157
LCG,52,4216991557128797
LCG,56,44845419813215521
LCG,56,63124697949312061
LCG,56,66298062136088317
LCG,55,19233397554305117
LCG,55,32663947320037309
LCG,56,46600637445571201
LCG,56,40517931748493821
LCG,56,51372646432269761
LCG,56,61725535215454433
LCG,55,20862945682188413
LCG,51,2063719536443869
LCG,55,35398121630623841
LCG,53,4844935021679933
LCG,52,2324515471170913
LCG,54,14329545025323713
LCG,56,38817015878845537
LCG,55,31569470730579521
LCG,56,61420629407955869
LCG,53,5619000006767233
LCG,56,37622300516857313
LCG,56,60048618213023873
LCG,56,59011563404587777
LCG,55,21860015109949153
LCG,56,52474125854648513
LCG,56,46159014541654141
LCG,56,63107490318286081
LCG,52,4449066794166781
LCG,56,68411615131040509
LCG,54,12711929830618049
LCG,55,22795660934455261
LCG,56,68728806448804417
LCG,56,61018366753773469
LCG,54,14800047610307549
LCG,54,15083769686420417
LCG,56,60058984845269441
LCG,56,54291124408765469
LCG,55,32190667131361633
LCG,55,23277011102357569
LCG,55,33253488382509313
LCG,54,15055774130955421
LCG,56,58768940031232033
LCG,56,43463269770117437
LCG,56,43893754965190813
LCG,55,34993957110028193
LCG,55,24739330558258621
LCG,55,20939423244089633
LCG,56,55894028458056989
LCG,55,33720124418223773
LCG,56,49072199260103197
LCG,56,60976739660414813
LCG,55,32666994771987553
LCG,56,63447122161350209
LCG,55,32967000845910493
LCG,79,394061412478217186739677
LCG,79,389574937416054506978749
LCG,80,907404008661122249233217
LCG,80,846935561380500622994653
LCG,80,829826171066621285946241
LCG,80,648290210274222862864733
LCG,79,339301707369540656428573
LCG,80,1112416910944610303299009
LCG,80,1082873841577564960206721
LCG,80,912987685658821060790941
LCG,80,1085785322019461225635393
LCG,77,134164410401025816002237
LCG,79,527950453540567171405121
LCG,79,395563374725996129785793
LCG,76,38868347072222016203069
LCG,79,488009713571620877127581
LCG,80,838057685100834923755361
LCG,78,226491969644589675279229
LCG,75,20008603518258598257409
LCG,80,925862361620502274964701
LCG,80,759832281462865296648353
LCG,80,1199971190984346940408349
LCG,80,1174786992112806694856317
LCG,78,267701380151114034060769
LCG,80,731309510965093241127517
LCG,80,629384489208431741969953
LCG,80,1107848527542453760431101
LCG,78,286639816824056748485821
LCG,80,1058667977162865316816801
LCG,79,415180781201330432010077
LCG,79,471496977854013148219453
LCG,79,483664313079169159113089
LCG,78,230227786645906165639741
LCG,76,64710726064427144492669
LCG,80,645924313661268347779933
LCG,79,497680274960231299006813
LCG,79,517883630720843864029601
LCG,80,868358801909921991473921
LCG,80,1104375549610311082312673
LCG,80,940719146371686243420673
LCG,76,66769595306549583423421
LCG,79,428166977851763652904673
LCG,79,440860649748811368053729
LCG,77,148334974515867282200833
LCG,77,142719684215429599040033
LCG,80,754785577731751636386077
LCG,122,4608544924208661855153016816214618429
LCG,125,29029917382003928653248300741910226269
LCG,122,3105798748413168593486361385510599137
LCG,128,309744644923193217847168038057986780797
LCG,128,313515289138092254777052982951922952541
LCG,127,120988763859839047490251703778926389501
LCG,128,175596925035053139903333547212844837853
LCG,127,98037126684680556085710590641695032161
LCG,128,264399272474539354121320231394178101597
LCG,128,200917836159444441979399700908941582817
LCG,128,282580232222345497546412599748759260669
LCG,128,211048033169361152483185896039560678369
LCG,127,167873148779905285000916046645595513597
LCG,126,43370740425050349711231955518094485761
LCG,128,226552928974198748174582824172230803457
LCG,125,25473412466353416926838619877415130561
LCG,128,275882385965992618069586260895487595873
LCG,128,182937056211649788711721571342750066557
LCG,127,107367474557041575731695936400926020061
LCG,125,24479434683759983858609434103499586333
LCG,128,179812832152232571735529463293094250493
LCG,128,205795016581713904980774123326568029149
LCG,128,336442441436445169772595382735323837373
LCG,128,339031827834269064461199926998140654977
LCG,128,312038373318759334306660367952102194941
LCG,128,186776862817424921568421879788089646881
LCG,126,48728115180741527606619020509325744029
LCG,128,258518131300263487951586888779984420289
LCG,125,31778644171612877465304912447312300061
LCG,128,267445789818621910671350043567261583901
LCG,126,49758210587153987990280427121145777373
LCG,128,321497409905126842782351615461280670657
LCG,128,213022795713851213684173107453573879073
LCG,128,326665877696562395605793509250125470781
LCG,165,40966859825363805829236544495249175084909675693693
LCG,166,75738212093678151877258285381180737652850194745981
LCG,164,14267017895893465826130967898277669749929971404641
LCG,168,289133280334584769667950622451973407741567292060669
LCG,168,193825008702596830279175303085462207622205159998433
LCG,168,236669613851971031363227834134645520521453144249217
LCG,168,369990162638456278110580205906625689108105905191133
LCG,168,308256114018442918662528400343441170909497995808413
LCG,168,348587615286141190535436520922466015649748346492349
LCG,166,54656111992476419832001197942712753651080238494209
LCG,164,20409455985975483254034171778334020187411220655777
LCG,168,360773714514990040005283009651705043839723994755553
LCG,163,9379354558269835383354348092565709442800773096829
LCG,168,214509392605460799031959065295187910210827220506301
LCG,167,167806502588183085290119141914410737544151976585117
LCG,167,123521230950411451176166680614344615563263565769117
